B 1000
D 15 33
I 25 94
D 144 139
D 113 123
I 21 95
D 108 106
D 31 57
D 25 75
D 97 43
D 198 176
I 93 13
I 76 30
I 172 45
I 151 21
D 135 139
D 79 149
I 70 61
D 82 46
I 80 190
I 185 15
I 62 16
I 156 120
D 163 175
D 11 108
I 136 164
D 70 189
I 6 25
I 183 63
D 71 29
I 129 140
D 103 67
I 184 172
I 173 98
D 88 67
D 30 142
I 135 34
I 117 171
I 11 22
I 82 195
D 23 22
D 15 77
D 34 2
D 101 145
D 51 1
D 124 90
I 134 57
I 16 31
D 161 30
I 26 80
I 44 50
I 87 169
I 53 58
D 74 70
I 192 147
I 61 188
D 13 67
I 80 85
D 90 158
D 128 157
D 12 82
I 75 51
D 56 44
I 177 41
D 77 102
D 25 136
I 44 102
I 35 168
I 125 9
D 169 148
I 6 181
I 183 134
D 38 150
I 18 22
D 104 48
D 67 81
D 180 56
I 141 167
I 31 21
D 107 114
I 1 75
D 138 95
I 180 168
D 149 110
D 26 197
I 25 80
D 128 106
I 115 89
D 5 183
D 103 3
I 175 54
D 20 50
I 139 82
D 120 139
D 55 173
D 121 30
D 41 63
I 194 73
I 173 117
D 192 189
D 123 124
D 193 19
I 68 88
D 71 41
I 85 98
D 93 197
D 125 135
I 154 5
D 152 57
D 104 157
I 120 124
I 23 102
I 166 143
I 32 104
I 145 191
I 150 88
I 25 15
D 122 162
I 162 48
D 144 17
I 123 158
I 56 160
I 5 153
I 174 70
D 196 183
D 27 58
D 124 112
I 169 197
D 56 40
I 166 130
D 97 88
D 143 29
I 182 75
D 64 53
I 5 196
D 107 52
D 126 2
D 48 46
I 89 64
I 20 49
D 157 185
D 84 74
D 144 116
D 146 53
D 109 4
D 159 87
D 3 20
I 48 195
D 31 107
D 116 141
I 139 111
D 50 79
D 31 55
D 84 21
I 179 99
D 38 150
I 138 73
D 189 63
I 90 22
I 145 97
I 178 83
I 1 162
I 76 175
I 4 45
I 130 164
D 70 43
I 142 102
I 4 161
D 177 194
I 194 102
I 157 23
I 107 169
I 48 36
I 89 192
D 109 50
D 73 65
D 8 10
D 123 132
D 28 95
I 92 118
I 151 165
D 152 57
I 0 131
D 145 23
I 129 109
I 123 50
I 153 99
I 84 172
I 154 49
I 26 176
D 101 118
D 79 180
D 33 184
I 144 172
I 73 157
D 168 61
D 77 168
I 143 197
D 169 148
I 93 85
D 187 38
D 46 4
I 1 112
I 199 149
I 11 93
I 127 142
D 122 189
I 56 31
I 48 198
D 105 127
I 43 188
D 129 176
D 106 129
D 170 132
D 194 34
D 122 199
D 124 113
I 94 120
D 173 76
D 27 72
I 50 12
I 145 70
D 184 47
D 31 86
D 94 57
D 71 47
D 164 36
I 188 8
I 82 67
I 60 177
I 59 110
D 115 181
I 92 140
D 107 184
I 34 150
D 93 81
D 45 151
D 83 74
I 98 38
D 190 129
B 1000
I 13 116
I 42 149
D 55 127
D 1 47
I 37 117
D 164 123
I 170 57
D 170 164
D 55 172
I 32 106
I 134 187
I 37 166
D 138 78
I 145 79
D 98 113
D 166 195
I 197 177
D 80 106
D 123 127
I 114 194
I 175 125
I 190 111
I 186 167
I 33 89
I 112 31
I 11 95
I 35 177
D 6 193
D 68 51
I 96 109
D 134 14
D 57 94
D 170 46
D 160 80
D 11 3
I 138 89
D 126 57
I 187 89
I 128 138
I 25 99
D 171 81
D 48 17
D 6 59
I 96 140
I 139 55
D 104 8
D 106 80
I 119 3
I 135 107
D 139 182
D 123 156
I 18 156
D 117 197
I 173 150
I 62 114
D 14 134
D 18 199
D 149 170
I 125 19
I 73 181
I 116 52
D 21 113
I 168 52
I 18 27
D 174 30
D 74 92
I 105 180
I 110 23
I 151 114
D 89 166
I 53 176
D 37 66
I 74 48
D 40 1
I 62 24
I 7 166
D 101 171
I 11 12
I 100 60
D 182 133
I 149 163
D 23 170
D 162 192
I 53 123
D 193 91
D 7 129
D 43 174
I 116 184
D 73 170
I 96 150
I 136 52
I 122 52
I 179 20
D 41 74
D 176 109
I 139 16
D 101 157
D 76 74
I 155 117
D 18 180
I 121 18
D 50 147
I 114 18
D 123 69
I 54 199
D 114 154
D 108 47
I 3 157
I 180 117
D 40 114
I 45 4
D 46 48
D 83 56
I 109 65
D 13 5
D 51 71
I 135 104
D 79 108
I 109 15
D 54 62
D 30 13
I 34 76
D 15 146
I 183 163
I 88 91
D 105 142
D 130 196
I 66 82
D 82 123
D 102 114
D 51 134
I 19 43
D 12 132
D 39 1
I 42 23
D 37 1
D 134 125
I 29 93
D 166 26
D 175 89
D 76 8
D 167 68
I 135 91
D 143 29
D 65 11
I 49 79
I 164 162
D 39 157
I 119 4
D 185 37
D 174 82
I 43 169
D 46 4
I 54 132
D 161 109
D 154 89
I 94 149
D 76 173
D 28 108
D 159 165
D 180 133
D 6 147
D 48 4
I 118 93
I 62 75
D 52 31
I 84 20
I 17 29
I 100 43
D 73 2
I 126 89
I 18 177
D 104 186
I 158 103
D 7 129
D 106 50
I 73 98
D 79 108
I 42 74
D 51 69
D 49 35
I 28 46
D 96 18
I 136 45
D 37 101
D 193 145
I 180 61
D 105 85
I 59 89
I 14 99
D 24 7
D 198 57
D 103 69
I 50 63
D 53 64
I 173 176
I 159 148
I 136 124
I 129 157
D 148 73
I 126 9
D 135 109
I 28 182
I 137 195
D 125 52
D 56 72
I 33 56
D 163 161
I 22 172
I 192 88
D 79 149
I 70 42
D 8 120
D 198 57
D 17 20
I 24 112
I 112 52
D 102 64
D 42 24
D 1 36
D 97 138
D 132 170
D 86 173
I 149 134
D 145 159
I 44 6
D 11 99
I 105 98
D 187 38
I 42 31
I 91 35
I 139 165
I 27 140
I 89 95
I 26 198
D 5 120
I 122 24
D 145 48
I 49 28
D 162 127
I 24 62
D 18 116
D 196 136
D 4 181
I 103 5
I 178 115
D 40 103
I 192 161
I 43 111
I 170 57
I 93 32
D 20 58
I 89 43
D 160 8
I 184 116
I 164 23
D 17 128
D 159 61
D 78 113
I 61 78
I 176 157
I 75 138
D 152 120
I 53 45
I 105 39
D 22 0
D 38 42
I 131 25
I 199 14
I 44 187
I 59 78
D 31 127
I 57 2
D 170 34
D 186 43
I 22 133
D 31 144
I 52 165
I 52 149
D 96 146
D 134 115
I 126 14
I 120 45
I 170 10
I 23 174
I 186 32
D 22 108
I 168 177
D 47 137
D 134 21
D 147 174
I 124 163
D 13 6
I 169 79
D 180 68
D 58 40
D 116 21
D 143 42
D 50 106
D 33 176
I 26 134
I 160 29
I 88 54
I 196 147
D 113 46
D 187 87
D 190 142
I 5 196
I 152 49
I 7 103
D 192 110
I 78 118
I 102 184
D 90 188
I 169 152
D 108 175
D 122 38
D 105 96
I 198 101
I 11 96
I 62 43
I 168 129
I 4 147
D 190 142
D 15 146
D 183 111
I 177 70
I 151 114
I 5 80
D 85 57
I 156 104
I 24 28
I 52 89
D 173 60
D 174 112
D 4 111
I 8 36
D 13 67
I 183 180
I 174 197
D 3 76
D 179 193
D 75 88
I 174 85
D 162 23
D 79 149
D 4 0
D 108 24
D 164 170
D 99 118
I 40 112
I 150 42
I 154 60
D 191 112
D 136 145
D 82 151
I 167 176
D 145 62
D 44 61
D 69 128
D 88 151
I 111 133
D 176 107
I 145 168
I 146 137
D 67 166
I 116 183
D 135 57
I 7 29
D 138 178
D 112 192
I 169 65
I 9 148
I 190 158
D 89 189
D 71 54
I 16 105
I 75 180
I 113 81
I 164 134
D 90 188
I 173 167
I 134 169
D 51 71
D 57 21
I 4 184
D 28 93
I 181 122
I 123 91
D 77 184
D 149 24
D 56 180
D 41 71
D 79 27
D 183 24
I 156 104
I 48 130
I 194 178
D 60 150
I 63 82
D 195 81
D 32 111
D 39 66
I 136 16
D 65 70
I 149 72
I 150 115
D 53 98
I 47 134
I 120 185
I 72 146
D 125 112
I 71 152
I 30 61
D 123 140
I 26 156
D 110 27
I 91 49
I 145 178
D 167 181
I 190 54
I 61 104
I 21 3
D 161 83
D 186 91
I 188 81
D 38 11
D 2 29
I 145 188
I 101 110
D 91 48
D 70 74
I 130 63
I 157 138
I 78 47
I 191 135
D 59 77
I 98 20
I 73 118
D 46 196
I 29 113
D 116 21
I 55 199
I 135 47
D 9 78
D 72 56
D 0 4
I 25 30
D 148 136
I 165 73
I 59 182
D 71 195
I 193 2
I 134 126
D 171 114
I 16 140
I 142 43
I 173 179
I 125 31
D 67 175
D 166 88
I 152 175
I 195 27
I 65 41
D 71 54
I 173 0
I 35 181
I 85 49
D 160 9
D 87 187
I 146 131
I 78 58
I 84 24
I 79 53
I 80 157
D 187 36
I 191 10
I 191 161
D 33 176
I 157 21
I 197 190
I 184 35
I 42 77
D 125 18
D 4 62
D 168 32
D 22 101
D 193 91
D 44 81
D 158 31
D 59 54
I 0 96
D 57 133
I 88 45
D 105 186
I 160 29
I 151 9
I 110 154
D 194 177
I 90 169
D 77 96
I 67 94
I 199 127
I 54 197
I 17 199
I 30 101
D 32 26
D 186 104
I 99 61
D 86 68
D 96 170
D 146 41
I 139 33
D 1 51
I 186 62
D 166 114
D 155 44
I 67 104
I 135 29
D 88 17
D 97 63
I 117 116
I 120 56
D 152 72
I 52 103
I 116 45
I 113 157
I 14 154
I 141 35
I 127 50
I 186 20
I 138 33
D 170 21
I 32 86
D 141 120
D 95 134
I 128 39
D 118 158
D 18 124
D 73 130
I 123 153
I 14 34
D 196 182
I 17 51
D 177 109
I 193 92
D 186 77
D 113 125
I 9 80
I 83 46
D 142 24
D 194 11
D 69 123
I 33 189
I 93 27
I 46 30
I 142 185
D 197 60
I 108 144
D 31 52
I 64 61
I 19 133
I 64 25
D 185 37
I 138 86
I 86 14
D 139 144
D 38 120
I 65 160
D 64 54
I 189 156
D 17 90
I 65 119
I 128 192
I 89 22
D 75 25
I 109 124
D 69 83
D 67 134
I 187 121
D 172 51
D 124 70
I 87 42
D 91 4
D 36 1
D 58 71
D 90 32
D 49 55
I 101 193
D 36 153
D 29 2
I 140 159
D 148 2
D 51 134
D 38 43
D 173 102
I 89 35
I 143 62
I 120 191
I 146 120
D 5 170
D 76 188
D 28 59
I 35 157
I 194 172
I 41 184
I 61 152
D 106 163
D 30 81
I 100 16
D 177 30
D 97 168
D 107 159
D 174 3
I 93 72
I 101 25
I 71 56
D 14 197
D 41 147
D 126 7
I 178 43
I 50 154
I 175 11
I 135 190
I 44 37
I 85 170
D 118 196
D 115 56
D 127 104
I 136 77
I 106 1
D 50 109
D 48 1
I 81 117
I 181 175
I 49 72
D 51 1
I 180 52
I 196 117
D 0 3
D 106 182
D 59 48
I 199 0
I 94 121
I 119 6
I 44 180
I 179 58
I 111 180
D 133 106
I 135 97
I 81 159
I 117 161
D 100 181
D 59 49
I 171 136
I 98 28
I 133 142
I 74 158
I 168 185
D 131 110
D 6 193
I 175 98
D 36 42
D 14 76
I 71 143
D 177 63
D 23 40
D 39 102
I 44 140
I 89 14
D 72 122
D 171 64
D 194 42
D 151 18
I 104 195
I 104 19
I 171 181
D 90 32
I 185 50
I 8 66
D 84 156
D 55 11
I 3 198
I 59 13
I 27 66
D 128 5
D 37 21
I 174 67
I 126 156
I 4 184
I 109 66
D 24 108
D 113 52
I 188 72
D 98 10
I 120 128
D 44 12
D 49 197
I 158 185
D 46 148
D 96 166
I 89 194
D 55 158
I 169 35
D 55 52
D 67 56
D 66 169
I 164 70
I 62 173
D 13 145
D 48 116
I 88 128
D 85 78
D 132 163
I 37 162
D 185 82
D 141 164
D 71 51
I 47 164
I 92 90
I 108 143
I 111 31
D 54 70
D 35 174
D 57 175
D 11 4
D 37 185
I 88 170
I 136 31
D 100 181
D 45 62
I 186 49
I 39 81
I 109 141
D 62 42
I 80 164
I 94 148
D 77 125
D 135 24
D 18 45
I 104 42
I 109 116
I 93 117
I 90 3
D 129 81
I 89 48
D 113 121
I 23 90
D 197 63
I 175 19
I 28 19
I 142 102
D 18 178
D 72 58
D 41 157
I 138 148
D 107 156
D 83 25
I 105 52
D 107 151
D 9 160
D 90 183
I 81 160
D 64 14
D 34 131
D 22 103
I 92 31
I 133 22
I 197 161
D 55 54
I 71 162
I 187 116
I 44 20
I 77 199
D 192 109
D 145 62
D 112 191
I 159 167
I 43 22
D 133 106
I 139 166
I 37 16
I 71 86
D 94 37
I 79 15
D 93 150
I 128 152
I 192 27
I 12 5
D 38 91
I 82 104
D 167 76
I 95 103
I 11 86
D 37 7
I 128 72
D 90 179
I 22 40
D 151 133
D 81 74
I 26 161
I 193 94
I 150 189
I 68 133
D 17 191
I 174 199
I 42 136
D 55 32
I 144 180
D 156 192
D 100 181
I 169 15
I 187 94
D 47 40
I 82 129
I 116 167
I 88 119
D 115 143
I 102 20
D 192 176
I 89 41
D 163 175
D 94 105
I 171 96
I 178 106
I 168 86
I 117 173
D 78 117
D 185 52
I 1 100
D 166 171
I 114 66
D 126 180
I 45 51
D 110 192
D 139 58
D 185 130
I 144 124
I 160 13
I 89 68
D 196 134
I 139 107
D 196 81
I 43 107
I 192 33
D 132 13
D 70 10
D 15 23
I 125 183
D 19 109
I 32 48
I 4 100
I 55 180
I 159 28
D 49 66
D 77 168
I 2 109
I 122 186
I 145 166
D 100 86
I 75 50
I 166 76
D 90 189
D 192 181
D 39 27
I 60 189
I 166 45
D 16 103
I 19 35
D 163 180
D 92 167
I 113 36
I 58 168
D 8 72
I 94 74
I 170 128
D 174 147
I 2 49
I 53 41
D 14 77
D 170 118
D 95 41
D 149 96
I 187 57
D 184 132
D 36 68
D 115 53
I 17 110
D 185 130
I 70 99
I 10 173
D 47 153
I 36 27
I 128 130
I 179 48
I 151 184
D 39 1
I 163 104
I 36 195
I 2 150
I 83 134
D 45 151
D 185 42
I 114 123
D 53 64
I 137 121
D 116 113
D 173 42
I 43 115
I 25 96
I 172 75
D 168 188
D 10 95
D 147 100
D 52 45
I 112 62
I 140 172
D 17 46
D 51 68
D 150 156
I 36 125
D 57 31
I 174 68
I 0 66
D 128 95
I 188 31
I 12 118
D 99 107
D 87 153
I 182 43
I 170 12
D 183 168
I 9 2
I 74 170
D 167 24
I 87 35
I 178 3
D 174 192
D 8 183
D 154 91
I 70 176
D 18 180
I 154 19
I 91 188
D 186 35
I 6 17
D 135 56
D 196 179
D 56 54
I 85 27
I 167 65
D 116 31
D 73 39
D 24 108
I 99 54
D 14 124
D 129 171
D 162 21
D 32 26
I 106 122
D 83 114
I 112 31
I 38 94
D 136 177
I 42 51
D 23 118
I 189 41
I 198 101
D 194 13
D 134 51
I 53 13
I 154 130
I 59 185
I 164 72
D 181 85
D 32 105
I 178 36
I 192 125
D 52 114
I 187 55
I 156 177
I 0 193
D 192 156
D 132 68
I 165 158
I 136 130
D 194 195
D 51 179
D 121 84
D 81 51
I 84 17
I 137 180
I 189 44
D 125 136
D 9 137
D 197 92
D 98 166
I 99 132
D 91 118
I 191 45
B 1000
I 115 187
I 57 127
D 23 22
D 76 158
D 196 186
D 81 122
I 196 157
D 70 65
I 18 176
I 152 129
I 11 8
D 170 112
D 11 102
I 93 21
I 41 126
I 121 118
I 25 87
D 139 182
I 75 20
I 56 52
I 166 29
I 8 50
D 162 17
D 28 102
D 2 28
I 35 189
D 39 110
I 164 51
I 96 70
D 85 145
I 44 85
D 50 42
D 130 116
D 164 127
D 139 64
I 145 161
I 106 147
I 89 13
I 152 64
I 25 31
D 108 131
D 149 26
I 128 79
D 38 186
I 83 61
I 60 105
I 40 96
I 156 42
I 41 99
I 120 188
I 182 104
D 113 11
I 46 19
D 66 124
D 13 172
D 118 170
I 145 135
I 115 197
D 158 7
I 164 193
I 139 23
D 20 99
D 170 169
D 75 146
I 136 2
I 5 32
I 180 20
D 103 16
I 43 19
D 68 138
D 121 84
D 157 41
I 23 66
D 140 97
I 62 58
D 78 153
D 39 119
I 22 163
I 147 136
I 63 21
D 7 98
I 198 139
D 176 83
D 170 49
D 198 12
I 14 90
D 123 142
I 134 98
I 53 120
D 86 193
I 121 119
D 75 152
I 39 196
I 43 133
I 152 2
D 46 58
I 184 85
D 83 184
I 148 1
D 62 198
D 25 196
I 31 46
D 116 141
D 64 29
D 121 162
D 129 84
D 95 30
D 3 51
I 110 62
D 72 112
D 90 50
D 28 2
D 118 178
I 162 60
D 164 68
D 26 0
I 25 74
D 91 59
I 6 80
I 0 113
D 32 26
D 144 100
D 98 7
D 130 178
I 124 80
I 26 156
D 66 68
I 195 39
D 160 150
D 197 111
D 180 51
D 161 165
D 98 150
I 14 96
I 188 111
I 194 79
I 88 170
I 20 53
D 189 103
I 127 153
D 13 101
I 148 36
I 133 165
D 139 138
I 115 117
D 51 174
D 122 119
I 150 178
D 157 191
I 101 3
D 153 36
I 126 16
I 95 101
I 63 18
D 5 183
D 193 145
D 183 185
I 160 32
D 122 196
D 84 173
D 135 168
I 19 42
I 103 141
D 74 90
I 194 101
I 146 27
D 188 76
I 39 127
I 126 136
D 141 63
I 69 188
D 77 129
I 173 15
I 41 110
I 149 108
I 58 185
D 2 73
D 135 139
I 123 77
I 192 188
I 105 25
D 7 176
D 182 119
D 118 82
D 152 48
I 161 138
I 170 42
D 180 6
I 87 121
I 65 98
I 113 57
D 188 144
D 46 72
I 121 159
D 109 55
I 3 192
D 83 24
D 87 162
D 197 137
D 176 6
D 28 72
I 118 84
I 130 59
I 28 135
I 144 36
I 78 141
I 42 167
D 40 151
I 128 188
I 198 27
I 57 6
D 116 144
D 158 107
I 56 124
I 117 163
I 199 112
I 58 82
D 129 29
I 160 59
D 56 43
I 114 198
D 125 77
D 126 111
I 153 123
D 82 70
D 68 93
D 51 180
D 57 182
D 82 72
D 185 169
D 133 41
I 138 149
D 147 85
D 177 138
D 47 178
D 184 6
D 120 31
D 191 9
I 78 25
I 22 31
I 10 152
D 159 179
D 183 162
I 131 54
D 20 56
D 83 77
I 151 131
D 16 184
D 83 82
I 131 74
I 125 194
I 186 188
I 185 6
I 77 158
D 108 175
I 4 147
D 23 48
D 185 82
I 52 76
D 124 39
D 119 71
I 97 9
D 95 41
I 29 96
D 47 184
I 91 53
I 47 174
D 113 121
D 21 109
D 99 20
D 141 193
D 198 12
D 83 52
I 12 105
D 181 191
I 118 96
I 37 115
D 173 26
D 198 122
D 134 33
D 47 184
D 186 89
D 152 50
D 131 89
I 116 191
I 49 45
D 120 12
I 64 63
I 95 20
I 143 114
D 147 174
I 165 163
I 13 114
I 100 109
I 143 116
I 95 79
D 24 42
D 60 160
I 196 170
D 30 117
D 30 110
D 151 25
I 49 27
D 141 3
I 78 132
I 26 188
D 43 103
I 192 127
I 74 142
I 92 81
D 99 126
I 101 10
D 185 52
I 99 101
I 10 193
D 64 23
I 142 12
I 97 29
D 26 133
I 0 48
I 7 112
I 104 5
D 94 59
I 1 119
I 23 53
D 74 83
D 97 125
D 137 126
I 121 63
D 136 25
D 176 43
D 51 179
I 80 193
I 134 76
I 21 8
D 45 125
I 98 75
D 30 41
D 175 132
D 11 107
I 158 165
I 198 77
I 166 81
I 191 113
D 61 42
I 35 157
I 197 42
D 66 173
I 144 103
D 148 145
I 106 101
I 52 161
D 98 23
D 15 33
I 191 104
I 21 175
D 133 126
I 26 153
I 113 4
I 65 129
I 37 107
I 179 106
D 58 27
D 91 130
I 169 70
D 140 102
D 77 154
I 29 190
D 28 92
D 178 137
I 60 29
I 117 166
D 160 68
D 196 148
I 95 76
I 47 77
I 161 122
D 185 196
D 172 11
D 37 36
D 82 174
D 145 27
D 105 127
D 7 0
I 167 128
I 114 4
I 120 133
I 174 173
I 23 78
D 71 51
I 17 111
D 194 9
I 51 120
D 193 61
I 192 66
D 34 109
I 182 89
D 136 148
D 3 120
D 54 65
D 162 50
I 184 42
I 120 19
D 36 126
D 87 158
D 125 91
D 18 143
I 6 20
D 96 31
D 177 182
I 4 80
I 118 42
D 176 107
I 188 16
D 51 21
D 171 72
D 45 18
I 102 48
D 11 89
D 125 72
D 7 176
I 97 103
D 125 48
I 82 171
D 21 125
D 168 77
D 91 50
D 59 3
I 149 86
D 62 183
D 109 8
D 186 89
D 62 183
D 32 20
D 72 46
I 177 42
I 186 113
D 56 54
I 37 12
D 28 150
I 103 83
D 86 31
I 18 62
D 182 106
I 28 23
D 33 1
I 130 120
D 42 62
I 145 178
D 163 76
I 137 57
D 121 43
D 8 42
D 132 175
I 23 78
D 170 34
I 193 148
I 177 110
D 135 95
I 14 139
I 197 45
I 95 25
D 46 156
I 53 63
D 121 30
D 119 24
D 136 58
D 113 120
I 90 185
I 121 15
D 79 185
I 19 52
D 157 169
D 90 43
D 12 44
D 62 63
D 29 145
D 12 70
D 19 138
I 192 44
D 114 171
D 34 116
I 150 64
I 88 90
I 167 50
I 103 134
I 94 134
D 185 102
I 65 119
I 99 34
I 24 118
I 172 37
D 6 31
I 53 154
D 164 140
D 147 68
I 161 33
I 55 46
D 95 93
D 20 178
I 95 196
D 186 91
D 68 36
I 2 98
D 186 124
I 49 6
I 196 125
D 134 11
D 143 147
I 126 98
D 29 71
D 167 24
D 4 29
D 194 133
I 175 125
I 121 79
I 27 22
D 188 32
I 193 156
I 75 10
D 149 29
I 53 164
D 133 80
D 94 104
I 34 91
I 96 27
I 172 195
D 66 19
D 136 148
I 8 196
D 98 23
I 177 146
D 43 1
I 91 6
D 66 84
I 6 195
I 155 117
D 156 173
D 24 108
I 74 37
D 56 96
I 117 140
I 132 21
I 54 169
D 62 15
I 170 78
I 187 135
D 56 171
I 39 32
D 40 20
I 124 195
D 156 107
D 62 63
I 167 119
D 51 71
D 70 107
D 16 154
D 26 86
D 135 95
D 63 29
I 121 187
D 170 22
D 29 141
D 42 155
I 161 153
D 118 164
D 153 17
I 112 64
I 137 107
D 20 176
D 70 49
D 80 147
D 30 81
I 91 39
I 76 108
I 47 42
I 94 1
I 182 26
I 190 68
D 86 73
D 31 47
I 52 106
D 75 184
D 181 88
I 40 140
I 131 0
D 152 189
D 28 77
D 5 193
D 124 135
D 108 73
I 124 171
I 179 86
D 14 142
D 182 157
D 108 47
I 49 190
I 110 5
I 117 15
D 50 91
I 108 189
D 106 190
D 64 198
I 136 91
D 100 72
D 156 7
I 8 55
I 39 84
D 145 193
I 152 159
D 69 136
I 179 148
I 157 139
D 168 40
I 22 95
D 145 169
I 197 140
D 38 62
I 57 172
D 139 12
I 140 68
I 140 92
D 87 53
I 139 78
D 194 163
I 95 5
D 80 160
D 1 38
D 86 73
I 32 43
D 122 17
I 157 84
D 85 57
D 95 128
D 176 33
D 155 158
D 74 80
I 174 65
I 6 172
D 21 170
D 75 64
I 171 6
I 130 64
I 46 114
I 7 195
D 128 172
D 129 196
I 25 156
D 161 44
D 6 150
I 2 128
I 174 198
D 192 156
I 16 10
I 87 116
D 126 133
I 6 35
D 68 36
I 156 104
D 89 105
I 0 101
I 144 57
D 40 189
D 136 95
D 165 103
D 25 181
I 73 145
D 32 65
D 51 184
D 133 26
I 61 65
D 74 79
D 108 61
D 106 50
I 4 119
D 139 120
I 8 36
D 91 64
D 60 113
D 26 117
D 99 145
D 125 18
D 77 83
I 52 151
D 23 0
I 45 26
I 97 129
D 137 197
D 178 146
D 34 84
D 69 60
D 157 101
I 141 199
D 22 160
D 170 105
D 178 108
I 63 145
D 83 87
I 136 85
I 84 146
D 151 34
I 171 105
I 126 67
I 109 130
I 53 167
D 127 171
D 122 168
D 74 9
D 7 98
D 197 166
I 3 183
D 2 0
D 183 168
I 84 48
I 126 154
I 157 99
D 6 165
I 115 39
I 121 12
D 150 59
D 124 172
I 148 12
I 135 44
D 7 83
D 0 9
D 18 180
I 119 62
I 32 134
I 160 138
D 106 163
I 3 161
D 144 60
I 14 57
I 181 114
I 140 180
D 50 1
D 74 83
I 31 155
D 104 181
I 36 79
D 125 45
D 158 34
I 155 36
D 144 157
D 14 190
D 44 66
I 20 19
I 32 62
D 196 136
D 130 162
D 98 143
I 43 153
D 181 137
I 164 54
I 144 49
I 181 141
I 14 81
D 156 115
D 132 140
D 135 124
I 144 13
D 99 20
I 14 86
I 115 102
I 143 50
D 159 86
D 59 150
D 7 96
I 127 187
D 158 180
D 139 70
I 9 130
D 119 24
D 108 22
I 61 41
D 144 68
I 0 32
I 11 139
I 121 72
D 128 187
D 131 161
I 135 96
I 61 69
I 0 153
D 49 55
D 161 45
I 113 12
D 187 16
D 178 108
I 11 69
I 121 79
D 143 102
I 0 103
D 172 2
D 32 159
I 88 143
D 188 32
I 52 54
D 183 24
I 194 65
I 178 175
D 191 141
I 95 165
D 108 49
I 196 27
D 189 70
D 159 82
D 164 26
D 35 146
D 93 185
I 24 30
I 158 177
D 35 49
I 113 0
I 87 191
D 163 156
D 147 80
I 139 183
I 95 54
I 185 23
D 188 193
D 190 152
I 156 127
D 42 38
I 20 2
I 101 1
D 160 80
I 37 170
D 138 195
D 39 119
I 87 57
D 186 89
I 123 4
I 22 48
D 158 12
D 33 182
D 36 138
D 116 7
I 30 55
I 99 174
I 112 150
I 138 91
I 164 39
I 112 161
I 95 160
D 148 169
D 122 90
I 52 75
I 77 31
D 199 84
D 43 176
I 86 46
I 51 114
I 36 105
D 170 73
D 63 197
I 171 109
I 49 23
I 130 83
D 180 18
D 91 186
I 60 97
I 104 150
D 197 63
I 127 63
D 149 26
I 57 150
D 93 157
I 179 109
I 31 65
I 52 112
D 46 148
I 116 58
I 25 170
D 195 110
I 148 179
I 106 24
D 5 120
D 162 67
I 157 190
D 182 130
D 132 159
D 154 98
I 115 186
D 42 69
I 0 34
D 123 156
D 149 110
D 163 57
D 72 8
D 17 82
I 111 165
I 19 77
I 75 55
I 38 123
D 89 6
I 10 197
D 180 6
I 178 133
I 59 39
I 35 115
D 8 10
I 112 121
D 4 52
I 49 160
D 107 70
D 139 64
I 8 69
I 55 194
D 34 185
D 29 145
I 125 76
I 70 76
D 11 92
D 174 35
D 165 161
D 119 115
I 118 156
D 4 187
I 50 19
D 11 113
I 12 169
I 93 148
D 88 17
D 115 181
I 49 96
I 67 97
I 9 199
D 59 68
D 155 103
I 191 192
I 61 136
D 133 93
I 85 24
I 39 70
I 142 133
D 163 140
D 11 99
I 190 79
I 33 152
I 131 40
I 167 192
I 147 44
D 29 64
D 24 154
I 62 155
I 53 37
I 142 108
I 173 20
D 194 93
I 70 47
I 128 140
D 64 164
I 36 116
I 10 93
I 199 165
D 7 100
I 41 198
D 38 187
D 183 161
I 151 91
D 23 6
I 150 33
D 11 102
D 169 165
I 87 41
D 170 21
I 172 151
D 87 153
I 148 66
D 6 194
I 83 177
I 127 141
D 101 83
D 77 186
I 123 125
D 32 179
D 71 140
I 137 55
D 25 169
I 91 67
I 173 23
I 138 11
I 87 122
D 55 172
I 142 154
I 76 121
D 121 193
I 185 100
D 3 128
D 39 110
D 104 47
D 90 158
D 103 16
D 71 142
D 23 184
D 135 37
I 82 197
I 105 150
I 80 22
B 1000
I 19 24
I 64 182
I 139 198
I 174 187
I 41 75
I 55 140
D 92 2
I 189 111
D 31 55
I 42 101
D 84 45
D 121 178
I 91 61
I 123 49
D 90 94
D 57 178
I 38 71
D 8 58
I 148 155
I 119 111
D 33 29
D 129 171
D 54 57
D 144 139
D 132 178
D 130 177
I 7 48
D 108 102
I 152 198
I 57 12
I 90 142
D 84 8
D 116 8
D 34 158
I 123 126
I 178 36
D 112 72
D 15 16
D 91 125
D 174 181
I 44 52
I 121 64
I 179 93
D 122 119
D 129 14
D 100 112
D 151 150
D 115 181
I 30 37
I 127 58
I 33 145
D 147 85
I 64 176
D 55 127
D 190 129
I 11 75
I 49 168
D 7 176
I 57 170
D 126 57
D 143 178
D 136 169
D 103 110
I 58 73
D 158 139
I 183 49
D 115 142
I 176 4
I 158 170
D 115 153
I 160 96
D 55 109
D 61 73
I 183 79
D 96 137
D 103 128
D 36 115
I 77 27
I 168 158
I 100 71
I 166 193
I 148 163
I 16 63
I 157 64
D 96 18
I 45 190
I 14 88
D 31 57
D 5 13
I 46 106
D 84 119
